"Name of Satellite, Alternate Names"	Country of Operator/Owner	Operator/Owner	Users	Purpose	Class of Orbit	Type of Orbit	Longitude of GEO (degrees)	Perigee (km)	Apogee (km)	Eccentricity	Inclination (degrees)	Period (minutes)	Launch Mass (kg.)	Dry Mass (kg.)	Power (watts)	Date of Launch	Expected Lifetime	Contractor	Country of Contractor	Launch Site	Launch Vehicle	COSPAR Number	NORAD Number	Comments		Source Used for Orbital Data	Source	Source	Source	Source	Source	Source																																																																																																																																																																																																																														
"SB-WASS 3-4 (Space Based Wide Area Surveillance System) NOSS 3-4, USA 194, NRO L30)"	USA	National Reconnaissance Office/US Navy	Military	Electronic Surveillance/Ocean	LEO	Intermediate	0	"1,016"	"1,201"	1.24E-02	63.4	107.4	"5,000+"			6/15/2007		Lockheed Martin	USA	Cape Canaveral	Atlas 5	2007-027C	31708	"ELINT system; wide area ocean surveillance, primarily for the Navy and surveillance of shipping."				http://www.lib.cas.cz/space.40/2007/027C.HTM																																																																																																																																																																																																																																		
"SB-WASS 3-5 (Space Based Wide Area Surveillance System) NOSS 3-5, USA 229, NRO L34)"	USA	National Reconnaissance Office/US Navy	Military	Electronic Surveillance/Ocean	LEO	Intermediate	0	"1,014"	"1,201"	1.25E-02	63.4	107.4	"5,000+"			4/15/2011		Lockheed Martin	USA	Vandenberg AFB	Atlas 5	2011-014A	37386	"ELINT system; wide area ocean surveillance, primarily for the Navy and surveillance of shipping."		SC - ASCR	http://www.lib.cas.cz/space.40/2011/I009A.HTM																																																																																																																																																																																																																																			
"SB-WASS 3-5 (Space Based Wide Area Surveillance System) NOSS 3-5, USA 229, NRO L34)"	USA	National Reconnaissance Office/US Navy	Military	Electronic Surveillance/Ocean	LEO	Intermediate	0	"1,019"	"1,205"	1.24E-02	63.4	107.5				4/15/2011		Lockheed Martin	USA	Vandenberg AFB	Atlas 5	2011-014B	37391	"ELINT system; wide area ocean surveillance, primarily for the Navy and surveillance of shipping."		SC - ASCR	http://www.lib.cas.cz/space.40/2011/I009A.HTM																																																																																																																																																																																																																																			
SCD-1 (Satélite de Coleta de Dados)	Brazil	Instituto Nacional de Pesquisas Espaciais (INPE)	Government	Meteorology/Earth Observation	LEO	Intermediate		716	778	4.36E-03	25	99.76	110		70	2/9/1993	3 yrs.	Instituto Nacional de Pesquisas Espaciais (INPE)	Brazil	Cape Canaveral	Pegasus	1993-009B	22490	Collects meteorological and environmental data on the Amazon region; barely functioning.		SC - ASCR	http://www.lib.cas.cz/space.40/1993/I009B.HTM	http://www.oosa.unvienna.org/oosa/search.do?cur=221&																																																																																																																																																																																																																																		
SCD-2 (Satélite de Coleta de Dados)	Brazil	Instituto Nacional de Pesquisas Espaciais (INPE)	Government	Meteorology/Earth Observation	LEO	Intermediate		742	767	1.75E-03	25	99.92	110		70	10/23/1998	3 yrs.	Instituto Nacional de Pesquisas Espaciais (INPE)	Brazil	Cape Canaveral	Pegasus	1998-060A	25504	Collects meteorological and environmental data on the Amazon region		JMSatcat304		http://perso.wanadoo.fr/eurospace/espdatabase/	http://nssdc.gsfc.nasa.gov/spacewarn/spx540.html																											http://perso.wanadoo.fr/eurospace/espdatabase/	http://nssdc.gsfc.nasa.gov/spacewarn/spx540.html																																																																																																																																																																																																					
Scisat-1 (Atmospheric Chemistry Experiment)	Canada	Canadian Space Agency	Government	Space Science	LEO	Intermediate	0	641	654	9.26E-04	73.9	97.67	150		80	8/12/2003		Bristol Aerospace Ltd.	Canada	Vandenberg AFB	Pegasus XL	2003-036A	27858	ACE experiments in space.		JMSatcat304	http://www.lib.cas.cz/knav/space.40/2003/036A.HTM	http://nssdc.gsfc.nasa.gov/spacewarn/spx598.html	http://www.space.gc.ca/asc/eng/csa_sectors/space_science/atmospheric/scisat/scisat.asp																																																																																																																																																																																																																																	
SDO (Solar Dynamics Observatory)	USA	National Aeronautics and Space Administration (NASA)	Government	Space Science	GEO		-102	"35,779"	"35,791"	1.42E-04	28	1436.03	"3,100"	"1,650"	"1,500"	2/11/2010	5 yrs.	Goddard Space Flight Center	USA	Cape Canaveral	Atlas 5	2010-005A	36395	"Carries three instruments to study the Sun at high time and spatial resolution: HMI, AIA, and EVE."					http://www.lib.cas.cz/space.40/INDEXA.HTM	http://sdo.gsfc.nasa.gov/mission/about.php	http://nssdc.gsfc.nasa.gov/spacewarn/spx676.html																																																																																																																																																																																																																															
"SDS III-1 (Satellite Data System) (NRO L-5, Capricorn, USA 137) "	USA	National Reconnaissance Office (NRO)/US Air Force	Military	Communications	Elliptical	Molniya	0	794	"39,600"	7.30E-01	63.4	718.59			"1,238"	1/29/1998	7-10 yrs.	Hughes	USA	Cape Canaveral	Atlas 2A	1998-005A	25148	Real-time data relay from reconnaissance satellites; within fleet of EIS (Earth Imaging System) satellites; secondary missile warning capability with the COBRA BRASS infrared sensor.		JM	http://satobs.org/p_chien.html	www.zianet.com/jpage/spysats/communications/sds.html		http://globalsecurity.org/space/library/report/2005/satellitetables2004.htm																																																																																																																																																																																																																																
"SDS III-2 (Satellite Data System) (NRO L-10, Great Bear, USA 155)"	USA	National Reconnaissance Office (NRO)	Military	Electronic Surveillance	GEO		-10.03	"35,758"	"35,815"	6.76E-04	2.57	1436.13				12/6/2000		National Reconnaissance Laboratory	USA	Cape Canaveral	Atlas 2AS	2000-080A	26635	Possibly a data relay satellite.		JM/12_08	http://nssdcftp.gsfc.nasa.gov/miscellaneous/spacewarn/spx.566																																																																																																																																																																																																																																			
"SDS III-3 (Satellite Data System) (NRO L-12, Aquila-1, USA 162) "	USA	National Reconnaissance Office (NRO)/US Air Force	Military	Communications	GEO		-143.88	"35,761"	"35,812"	6.05E-04	2.51	1436.1				10/10/2001	7-10 yrs.	Hughes	USA	Cape Canaveral	Atlas 2AS	2001-046A	26948	Real-time data relay from reconnaissance satellites; within fleet of EIS (Earth Imaging System) satellites; secondary missile warning capability with the COBRA BRASS infrared sensor.		JM/12_08	http://satobs.org/p_chien.html	www.zianet.com/jpage/spysats/communications/sds.html	http://www.aviationnow.com/content/publication/awst/20011015/aw44.htm	http://globalsecurity.org/space/library/report/2005/satellitetables2004.htm																																																																																																																																																																																																																																
"SDS III-4 (Satellite Data System) (NRO L-1, Nemesis, USA 179) "	USA	National Reconnaissance Office (NRO)/US Air Force	Military	Communications	Elliptical	Molniya	0	500	"39,850"	7.41E-01	63.4	717.7				8/31/2004	7-10 yrs.	Hughes	USA	Cape Canaveral	Atlas 2AS	2004-034A	28384	Real-time data relay from reconnaissance satellites.		GS	http://www.spacenewsfeed.co.uk/2004/5September2004_25.html	http://www.ilslaunch.com/launches/cbin/Mission_Overview/atlas/NRO1_2nd_MO.pdf	http://www.planet4589.org/space/jsr/back/news.535	http://globalsecurity.org/space/library/report/2005/satellitetables2004.htm	http://74.125.45.132/search?q=cache:XxFS4arY7n4J:www.milsatmagazine.com/2008/Nov08_MSM.pdf+%221992-037A%22&hl=en&ct=clnk&cd=33&gl=us&client=firefox-a																																																																																																																																																																																																																															
"SDS III-5 (Satellite Data System) (NRO L-24, Scorpius, USA 198) "	USA	National Reconnaissance Office (NRO)/US Air Force	Military	Communications	Elliptical	Molniya	0	400	"39,966"	7.45E-01	60	718				12/10/2007	7-10 yrs.	National Reconnaissance Laboratory	USA	Cape Canaveral	Atlas 5	2007-060A	32378	Real-time data relay from reconnaissance satellites.		GS	http://www.planet4589.org/space/jsr/jsr.html	http://www.lib.cas.cz/space.40/2007/060A.HTM	http://nssdc.gsfc.nasa.gov/spacewarn/spx650.html																																																																																																																																																																																																																																	
"SDS III-6 (Satellite Data System) NRO L-27, Gryphon, USA 227)"	USA	National Reconnaissance Office (NRO)/US Air Force	Military	Communications	GEO		-30.4	"35,770"	"35,803"	3.91E-04	4.92	14.36				3/2/2011		National Reconnaissance Laboratory	USA	Cape Canaveral	Delta 4	2011-011A	37377	Real-time data relay from reconnaissance satellites.		JM/5_11	http://sattrackcam.blogspot.com/2011/04/on-nrol-27-mission-patch-and-satellites.html	http://www.planet4589.org/space/log/geo.log	http://www.lib.cas.cz/space.40/2011/I009A.HTM																																																																																																																																																																																																																																	
SEEDS 2	Japan	Nihon University	Civil	Technology Development	LEO	Sun-Synchronous	0	615	636	1.50E-03	98	97.22	3			4/28/2008		Nihon University	Japan	Sriharikota Launch Station	PSLV C9	2008-021J	32791	Will download telemetry in Morse code and 1200-baud FM.		SC - ASCR	http://www.lib.cas.cz/space.40/2008/I021A.HTM	http://nssdc.gsfc.nasa.gov/spacewarn/spx654.html																																																																																																																																																																																																																																		
SES-1 (AMC-4R)	USA	SES World Skies (SES [Societe Europienne des Satellites])	Commercial	Communications	GEO		-101	"35,781"	"35,793"	1.42E-04	0.05	1436.1		"2,561"	"5,000"	4/24/2010	15 yrs.	Orbital Sciences Corp.	USA	Baikonur Cosmodrome	Proton M	2010-016A	36516	"24 C-band; 24 Ku-band, CONUS."		SC - ASCR	http://www.ses-worldskies.com/worldskies/satellites/025_ses-1/index.php	http://www.lib.cas.cz/space.40/2010/016A.HTM	http://nssdc.gsfc.nasa.gov/spacewarn/spx678.html																																																																																																																																																																																																																																	
SES-2	USA	SES World Skies (SES [Societe Europienne des Satellites])	Commercial	Communications	GEO		-87	"35,778"	"35,798"	2.37E-04	0.01	1436.19	"3,200"		"5,000"	9/21/2011	15-18 yrs.	Orbital Sciences Corp.	USA	Guiana Space Center	Ariane 5 ECA	2011-049A	37809	24 active C-band and 24 Ku-band transponders;  provides comprehensive coverage of North America and the Caribbean. Also features the Commercially Hosted InfraRed Payload (CHIRP) for U.S. Air Force--wide-field of view sensor to validate space-based infrared technologies from geosynchronous orbit.		JM/1_12	http://www.orbital.com/NewsInfo/MissionUpdates/SES-2/	http://www.ses.com/4628194/ses-2		http://www.lib.cas.cz/space.40//2011/049B.HTM																																																																																																																																																																																																																																
SES-3	USA	SES World Skies (SES [Societe Europienne des Satellites])	Commercial	Communications	GEO		-103	"35,850"	"35,852"	2.37E-05	0.05	1439.41	"3,112"			7/15/2011	15 yrs.	Orbital Sciences Corp.	USA	Baikonur Cosmodrome	Proton M	2011-035A	37748	"24 C-band; 24 Ku-band, CONUS."		SC - ASCR	http://en.ses.com/4628131/ses-3	http://www.lib.cas.cz/space.40/2011/035A.HTM	http://www.planet4589.org/space/log/geo.log																																																																																																																																																																																																																																	
"SES-7 (Protostar 2, Indostar 2)"	USA	SES World Skies (SES [Societe Europienne des Satellites])	Commercial	Communications	GEO		108.02	"35,783"	"35,790"	8.30E-05	0.03	1436.1	"4,007"			5/16/2009	15 yrs.	Boeing Satellite Systems	USA	Baikonur Cosmodrome	Breeze M	2009-027A	34941	"13 S-band, 27 Ku-band transponders, covers Indonesia, india, Taiwan and the Philippines. Purchased at auction in Dec. 2009 for $185 million."		JM/7_09	http://pacificsatellitenews.com.au/2009/06/protostar-2-launch-new-life-for-indovision/	http://www.lib.cas.cz/space.40/2009/027A.HTM	http://www.ses-worldskies.com/worldskies/news_and_events/press_releases/index.php?pressRelease=/pressReleases/pressReleaseList/09-12-17/index.php	http://www.satnews.com/cgi-bin/story.cgi?number=1709512168																																																																																																																																																																																																																																
SESAT-1 (Siberia-Europe Satellite)	Multinational	European Telecommunications Satellite Consortium (EUTELSAT)	Commercial	Communications	GEO		35.96	"35,754"	"35,817"	7.47E-04	0.07	1436.06	"2,500"		"5,600"	4/17/2000		Alcatel Space/NPO PM (Applied Mechanics)	France/Russia	Baikonur Cosmodrome	Proton K	2000-019A	26243	"High-speed Internet access, high-volume data transmission, video broadcasting, messaging and positioning services; 18 Ku-band transponders."		JM/12_08	http://www.lib.cas.cz/www/space.40/2000/019A.HTM	http://www.eutelsat.com/satellites/4_1.html	http://nssdc.gsfc.nasa.gov/spacewarn/spx558.html																																																																																																																																																																																																																																	
Shijian 11-01 (SJ-11-01)	China (PR)	Chinese Academy of Space Technology (CAST)	Government	Space Physics	LEO	Sun-Synchronous	0	690	704	9.91E-04	98.28	98.7				11/12/2009	3 yrs.	Chinese Academy of Space Technology (CAST)/ DFH Satellite	China (PR)	Jiuquan Satellite Launch Center	Long March 2C	2009-061A	36088	Monitor space environment; conduct several experiments.		SC - ASCR	http://www.planet4589.org/space/jsr/back/news.618	http://www.lib.cas.cz/space.40/2009/061A.HTM	http://spaceflightnow.com/news/n0911/12longmarch/																																																																																																																																																																																																																																	
Shijian 11-02 (SJ-11-02)	China (PR)	Chinese Academy of Space Technology (CAST)	Government	Technology Development	LEO	Sun-Synchronous	0	689	705	1.13E-03	98.11	98.71				7/29/2011		Chinese Academy of Space Technology (CAST/DFH Satellite	China (PR)	Jiuquan Satellite Launch Center	Long March 2C	2011-039A	37765	Conduct various technology and environmental experiments.		SC - ASCR 	http://www.globalsecurity.org/space/world/china/sj-12.htm	http://nssdc.gsfc.nasa.gov/nmc/spacecraftDisplay.do?id=2011-039A	http://www.lib.cas.cz/space.40/2011/039A.HTM																																																																																																																																																																																																																																	
Shijian 11-03 (SJ-11-03)	China (PR)	Chinese Academy of Space Technology (CAST)	Government	Technology Development	LEO	Sun-Synchronous	0	690	704	9.91E-04	98.23	98.71				7/6/2011		Chinese Academy of Space Technology (CAST)/DFH Satellite	China (PR)	Jiuquan Satellite Launch Center	Long March 2C	2011-030A	37730	Conduct various technology and environmental experiments.		SC - ASCR	http://www.lib.cas.cz/space.40/2011/030A.HTM		http://nssdc.gsfc.nasa.gov/nmc/spacecraftDisplay.do?id=2011-030A																																																																																																																																																																																																																																	
Shijian 12 (SJ-12)	China (PR)	Chinese Academy of Space Technology (CAST)	Government	Technology Development	LEO	Sun-Synchronous	0	579	601	1.58E-03	97.65	96.48				6/15/2010		Chinese Academy of Space Technology (CAST)	China (PR)	Jiuquan Satellite Launch Center	Long March 2D	2010-027A	36596	Conduct various technology and environmental experiments.		SC - ASCR	http://www.kosmo.cz/modules.php?op=modload&name=kosmo&file=index&fil=/s/2010/027A.HTM	http://www.spacetoday.net/China/																																																																																																																																																																																																																																		
"Shijian 6A (SJ-6A, Dong Fang Hong 60)"	China (PR)	Chinese Academy of Space Technology (CAST)	Government	Space Physics	LEO	Sun-Synchronous	0	588	606	1.29E-03	97.7	96.63				9/8/2004	2 yrs.	Shanghai Academy of Space Flight Technology/Dongfanghong Satellite Co.	China (PR)	Taiyuan Launch Center	Long March 4B	2004-035A	28413	Monitor space radiation.		SC - ASCR	http://www.lib.cas.cz/knav/space.40/2004/035A.HTM	http://www.planet4589.org/space/jsr/back/news.535	http://www.spacenewsfeed.co.uk/2004/12September2004_34.html	http://www.hearsat.org/content/shi-jian-s-band-downlinks																																																																																																																																																																																																																																
Shijian 6B (SJ-6B)	China (PR)	Chinese Academy of Space Technology (CAST)	Government	Space Physics	LEO	Sun-Synchronous	0	593	602	6.46E-04	97.7	96.64				9/8/2004	2 yrs.	Shanghai Academy of Space Flight Technology/Dongfanghong Satellite Co.	China (PR)	Taiyuan Launch Center	Long March 4B	2004-035B	28414	Monitor space radiation.		SC - ASCR	http://www.lib.cas.cz/www/space.40/2004/035B.HTM	http://www.planet4589.org/space/jsr/back/news.535	http://www.spacenewsfeed.co.uk/2004/12September2004_34.html	http://www.hearsat.org/content/shi-jian-s-band-downlinks																																																																																																																																																																																																																																
Shijian 6C (SJ-6-02A)	China (PR)	Chinese Academy of Space Technology (CAST)	Government	Space Physics	LEO	Sun-Synchronous	0	593	600	5.02E-04	97.7	96.62				10/23/2006		Chinese Academy of Space Technology (CAST)/DFH Satellite	China (PR)	Taiyuan Launch Center	Long March 4B	2006-046A	29505	Radiation detectors and other space environment-related instruments.		SC - ASCR	http://www.lib.cas.cz/knav/space.40/2006/046A.HTM	http://www.planet4589.org/space/jsr/back/news.636		http://www.hearsat.org/content/shi-jian-s-band-downlinks																																																																																																																																																																																																																																
Shijian 6D (SJ-6-02B)	China (PR)	Chinese Academy of Space Technology (CAST)	Government	Space Physics	LEO	Sun-Synchronous	0	596	601	3.59E-04	97.7	96.66				10/23/2006		Chinese Academy of Space Technology (CAST)/DFH Satellite	China (PR)	Taiyuan Launch Center	Long March 4B	2006-046B	29506	Radiation detectors and other space environment-related instruments.		SC - ASCR	http://www.lib.cas.cz/knav/space.40/2006/046B.HTM	http://www.planet4589.org/space/jsr/back/news.636		http://www.hearsat.org/content/shi-jian-s-band-downlinks																																																																																																																																																																																																																																
"Shijian 6E (SJ6-03A, SJ-6E)"	China (PR)	Chinese Academy of Space Technology (CAST)	Government	Space Physics	LEO	Sun-Synchronous	0	585	602	1.22E-03	97.74	96.55				10/25/2008	3 yrs.	Shanghai Academy of Space Flight Technology/Dongfanghong Satellite Co.	China (PR)	Taiyuan Launch Center	Long March 4B	2008-053A	33408	Monitor space environment; conduct several experiments.		SC - ASCR 1/09	http://www.spacenewsfeed.co.uk/2008/2_11_2008/2November2008_a.html			http://www.hearsat.org/content/shi-jian-s-band-downlinks																																																																																																																																																																																																																																
"Shijian 6F (SJ6-03B, SJ-6F)"	China (PR)	Chinese Academy of Space Technology (CAST)	Government	Space Physics	LEO	Sun-Synchronous	0	583	604	1.51E-03	97.74	96.55				10/25/2008	3 yrs.	Shanghai Academy of Space Flight Technology/Dongfanghong Satellite Co.	China (PR)	Taiyuan Launch Center	Long March 4B	2008-053B	33409	Monitor space environment; conduct several experiments.		SC - ASCR 1/09	http://www.lib.cas.cz/space.40/2008/I065B.HTM			http://www.hearsat.org/content/shi-jian-s-band-downlinks																																																																																																																																																																																																																																
Shijian 6G (SJ6-04A)	China (PR)	Chinese Academy of Space Technology (CAST)	Government	Reconnaissance	LEO	Sun-Synchronous	0	585	605	1.44E-03	97.75	96.57				10/6/2010		Chinese Academy of Space Technology (CAST)/DFH Satellite	China (PR)	Taiyuan Launch Center	Long March 4B	2010-051A	37179	Possible reconnaissance function.		SC - ASCR	http://www.lib.cas.cz/space.40/2010/051A.HTM	http://www.planet4589.org/space/jsr/jsr.html																																																																																																																																																																																																																																		
Shijian 6H (SJ6_04B)	China (PR)	Chinese Academy of Space Technology (CAST)	Government	Reconnaissance	LEO	Sun-Synchronous	0	588	605	1.22E-03	97.76	96.61				10/6/2010		Chinese Academy of Space Technology (CAST)/DFH Satellite	China (PR)	Taiyuan Launch Center	Long March 4B	2010-051B	37180	Possible reconnaissance function.		SC - ASCR	http://www.lib.cas.cz/space.40/2010/051B.HTM	http://www.planet4589.org/space/jsr/jsr.html																																																																																																																																																																																																																																		
"Shijian 7 (SJ7, Dong Fang Hong 65)"	China (PR)	Chinese Academy of Space Technology (CAST)	Government	Space Physics	LEO	Sun-Synchronous	0	555	570	1.08E-03	97.58	95.91				7/5/2005	3 yrs.	Shanghai Academy of Space Flight Technology/Dongfanghong Satellite Co.	China (PR)	Jiuquan Satellite Launch Center	Long March 2D	2005-024A	28737	Monitor space environment; conduct several experiments.		SC - ASCR	http://www.spacenewsfeed.co.uk/2005/10July2005_28.html	http://nssdc.gsfc.nasa.gov/spacewarn/spx621.html	http://www.lib.cas.cz/www/space.40/2005/024A.HTM																																																																																																																																																																																																																																	
"Shiyan 1 (SY 1, Tansuo 1, Experimental Satellite 1)"	China (PR)	Chinese Academy of Space Technology (CAST)	Government	Remote Sensing	LEO	Sun-Synchronous	0	599	613	1.00E-03	97.7	96.82	204			4/18/2004		Chinese Research Institute of Space Technology/Changchun Photomechanical Institute (CAS)	China (PR)	Xichang Satellite Launch Center	Long March 2C	2004-012A	28220	"Stereo mapping; photographic surveys of China's land resources, monitor environment, mapping."		JMSatcat1104	http://www.spacenewsfeed.co.uk/2004/25April2004_19.html	http://nssdc.gsfc.nasa.gov/spacewarn/spx606.html	http://www.spacedaily.com/news/china-04w.html	http://perso.wanadoo.fr/eurospace/espdatabase/	http://www.lib.cas.cz/knav/space.40/2004/012A.HTM																																																																																																																																																																																																																															
"Shiyan 3 (SY3, Experimental Satellite 3)"	China (PR)	Chinese Academy of Space Technology (CAST)	Government	Remote Sensing/Research	LEO	Sun-Synchronous	0	788	803	1.05E-03	98.4	100.78	300			11/5/2008		Harbin Institute of Technology	China (PR)	Jiuquan Satellite Launch Center	Long March 2D	2008-056A	33433	Experiments on new technologies in atmospheric exploration.		SC - ASCR 1/09		http://www.lib.cas.cz/space.40/2008/I065B.HTM																																																																																																																																																																																																																																		
"Shiyan 4 (SY4, Experimental Satellite 4)"	China (PR)	Chinese Academy of Space Technology (CAST)	Government	Remote Sensing/Research	LEO	Sun-Synchronous	0	785	803	1.26E-03	98.4	100.74	300			11/20/2011		CAST/DFH Satellite/HIT	China (PR)	Jiuquan Satellite Launch Center	Long March 2D	2011-068B	37931	Study the environment and test new space technologies.		SC - ASCR	http://spaceflightnow.com/news/n1111/19longmarch/	http://www.lib.cas.cz/space.40/2011/068B.HTM																																																																																																																																																																																																																																		
Sich 2	Ukraine	State Space Agency of Ukraine (NKAU)	Government	Earth Observation	LEO	Sun-Synchronous	0	685	702	1.20E-03	98.2	98.6	169			8/17/2011	5 yrs.	Yuzhnoye	Ukraine	Dombarovskiy Launch Facility	Dnepr 1	2011-044G	37794	Will obtain medium-resolution images of Earth.		SC - ASCR	http://www.nasaspaceflight.com/2011/08/dnepr-launches-ukraines-sich-2-several-passengers/	http://www.lib.cas.cz/space.40/2011/044G.HTM																																																																																																																																																																																																																																		
Sicral 1A 	Italy	Italian Defense Ministry	Military	Communications	GEO		16.25	"35,769"	"35,802"	3.91E-04	1.01	1436.06	"2,596"	"1,263"	"3,300"	2/7/2001	10-12 yrs.	Alenia Spazio	Italy	Guiana Space Center	Ariane 44L	2001-005A	26694	"Italy's first military satellite; communications to fixed and mobile terminals. Extremely High Frequency (EHF), SHF, UHF broadcast frequencies. On-board failure in 2006, but operations recovered."		JM/12_08	http://perso.wanadoo.fr/eurospace/espdatabase/	http://www.space-technology.com/projects/skynet/	http://www.space.com/businesstechnology/ariane_sicral_010207.html	http://www.lib.cas.cz/www/space.40/2001/005A.HTM																																																																																																																																																																																																																																
Sicral 1B	Italy	Italian Defense Ministry/Telespazio	Military/Commercial	Communications	GEO		11.8	"35,788"	"35,802"	1.66E-04	0.04	1436.52	"3,038"			4/20/2009	10-12 yrs.	Thales Alenia Space Italia	Italy	Sea Launch (Odyssey)	Zenit 3SL	2009-020A	34810	One third paid for by Telespazio; will use some transponders for approved government customers.		SC - ASCR	http://www.space-travel.com/reports/Sea_Launch_Prepares_For_Launch_Of_SICRAL_1B_999.html	http://www.space.com/spacenews/archive07/sicral_0702.html	http://www.lib.cas.cz/space.40/2009/020A.HTM																																																																																																																																																																																																																																	
"Sina-1 (Sinah 1, ZS1)"	Iran	Iranian Research Organization for Science and Technology (IROST)	Government	Communications/Research	LEO	Sun-Synchronous	0	682	704	1.56E-03	98.1	98.62	170			10/27/2005	3 yrs.	Polyot	Russia	Plesetsk Cosmodrome	Kosmos 3M	2005-043D	28893	"""Telecommunications and research."" ""Take pictures of Iran and to monitor natural disasters in the earthquake-prone nation."""		JMSatcat206	http://www.iranian.ws/iran_news/publish/printer_10508.shtml	http://www.iranfocus.com/modules/news/article.php?storyid=4451	http://www.lib.cas.cz/knav/space.40/2005/I043D.HTM	http://www.lib.cas.cz/knav/space.40/2005/I043D.HTM	http://www.siliconiran.com/company_profiles/top_companies/comp_iran/IROST/index.shtml																																																																																																																																																																																																																															
"Sinosat-1 (Intelsat APR-1, Chinasat 5B)"	China (PR)	China Direct Broadcast Satellite co.	Commercial	Communications	GEO		110.55	"35,770"	"35,803"	3.91E-04	0.03	1436.13	"2,840"	"1,600"	"5,100"	7/18/1998	17.5 yrs.	Space Systems/Loral	USA	Guiana Space Center	Ariane 44L	1998-044A	25404	"11 C-band, broadcasting, business services, direct-to-home TV broadcasting, telecommunications, VSAT networks; Asia Pacific region."		JM/12_08	http://www.intelsat.com/resources/satellites.aspx	http://www.sinosat.com.cn/	http://www.spacedaily.com/news/intelsat-00d.html	http://perso.wanadoo.fr/eurospace/espdatabase/	http://www.lib.cas.cz/www/space.40/1998/044A.HTM																																																																																																																																																																																																																															
"Sinosat-5C (Sinosat-3, Xinnuo 3, Chinasat-5C, XN-3)"	Multinational	Eutelsat (leased from Chinasat)	Commercial	Communications	GEO		1.6	"35,778"	"35,793"	1.78E-04	0.01	1436.08	"2,200"			5/31/2007	8 yrs.	Chinese Academy of Space Technology (CAST)	China (PR)	Xichang Satellite Launch Center	Long March 3A	2007-021A	31577	10 C-band transponders; voice and video links to Eastern Asia. In May 2011 Eutelsat leased the satellite to use as a orbital slot holder at 1.6 degrees East.		JM/12_08	http://nssdc.gsfc.nasa.gov/spacewarn/spx643.html	http://www.sinosatcom.com/english/Satellite%20Systems2.htm	http://www.planet4589.org/space/jsr/latest.html	http://www.china.org.cn/english/China/212553.htm	http://www.spacenews.com/satellite_telecom/110513-eutelsat-leases-sat-protect-slot.html																																																																																																																																																																																																																															
"Sinosat-6 (Chinasat-6A, XN-6)"	China (PR)	China Direct Broadcast Satellite co.	Commercial	Communications	GEO		0	"35,794"	"35,796"	2.37E-05	0.3	1436.1	"5,000"			9/4/2010	15 yrs.	Chinese Academy of Space Technology (CAST)	China (PR)	Xichang Satellite Launch Center	Long March 3B	2010-042A	37150	"Television and radio across China. 1 S-band, 24 C-band, and 8 Ku-band transponders. Backup for Sinosat 3."		SC - ASCR	http://www.kosmo.cz/modules.php?op=modload&name=kosmo&file=index&fil=/s/2010/042A.HTM&act=print	http://www.kosmo.cz/modules.php?op=modload&name=kosmo&file=index&fil=/s/2010/042A.HTM&act=print																																																																																																																																																																																																																																		
Sirius 1 (SD Radio 1)	USA	Sirius Satellite Radio	Commercial	Communications	Elliptical		0	"23,783"	"47,100"	2.79E-01	63.3	1418.5	"3,727"	"1,570"		6/30/2000	15 yrs.	Space Systems/Loral	USA	Baikonur Cosmodrome	Proton K	2000-035A	26390	"Relay music, news, entertainment directly to motorists in the USA; a fourth satellite is stored on the ground for rapid replacement, if necessary."		JMSatcat304	http://perso.wanadoo.fr/eurospace/espdatabase/	http://nssdc.gsfc.nasa.gov/spacewarn/spx560.html	http://www.spaceflightnow.com/proton/sirius2/	http://www.lib.cas.cz/www/space.40/2000/035A.HTM																																																																																																																																																																																																																																
Sirius 2 (SD Radio 2)	USA	Sirius Satellite Radio	Commercial	Communications	Elliptical		0	"12,849"	"47,048"	4.71E-01	63.3	1148.43	"3,792"	"1,570"		9/5/2000	15 yrs.	Space Systems/Loral	USA	Baikonur Cosmodrome	Proton K	2000-051A	26483	"Relay music, news, entertainment directly to motorists in the USA."		JMSatcat304	http://perso.wanadoo.fr/eurospace/espdatabase/	http://nssdc.gsfc.nasa.gov/spacewarn/spx563.html	http://www.spaceflightnow.com/proton/sirius2/																																																																																																																																																																																																																																	
Sirius 3 (SD Radio 3)	USA	Sirius Satellite Radio	Commercial	Communications	Elliptical		0	"6,179"	"47,086"	6.20E-01	63.4	994.83	"3,727"	"1,570"		11/30/2000	15 yrs.	Space Systems/Loral	USA	Baikonur Cosmodrome	Proton K	2000-077A	26626	"Relay music, news, entertainment directly to motorists in the USA."		JMSatcat304	http://perso.wanadoo.fr/eurospace/espdatabase/		http://nssdc.gsfc.nasa.gov/spacewarn/spx565.html																																																																																																																																																																																																																																	
Sirius 4 (Astra 4A)	Sweden	SES Sirius AB	Commercial	Communications	GEO		4.85	"35,776"	"35,795"	2.25E-04	0.04	1436.1	"4,400"			11/17/2007	15 yrs.	Lockheed Martin Commercial Space Systems	USA	Baikonur Cosmodrome	Proton M	2007-057A	32299	52 Ku-band and 2 Ka-band transponders; service to Europe and sub-Saharan Africa.		JM/12_08	http://www.lib.cas.cz/space.40/2007/057A.HTM	http://nssdc.gsfc.nasa.gov/spacewarn/spx649.html																																																																																																																																																																																																																																		
